year,council,income,Roading,Transportation,Water supply,Wastewater,Solid waste/refuse,Environmental protection,Culture,Recreation and sport,Property,Emergency management,Planning and regulation,Community development,Economic development,Governance,Council support services,Other activities,Total
2009,Papakura District Council,Total operating income,7227,453,260,4300,2830,0,1959,5664,1079,187,6517,1163,1030,1774,155,0,34598
2009,Papakura District Council,Employee costs,913,0,0,539,0,0,581,0,0,0,2522,1273,272,319,1933,0,8352
2009,Papakura District Council,Depreciation and amortisation,5272,0,1981,1959,22,0,254,659,319,13,33,107,11,15,146,0,10791
2009,Papakura District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,166
2009,Papakura District Council,Interest expenditure,0,0,0,832,0,8,2,589,47,0,123,32,0,0,0,0,1633
2009,Papakura District Council,Purchases and other operating expenditure,4818,0,207,1592,2697,0,1106,3170,994,158,4048,140,740,1027,198,0,20895
2009,Papakura District Council,Total operating expenditure,11003,0,2188,4922,2719,8,1943,4418,1360,171,6726,1552,1023,1361,2443,0,41837
2009,Papakura District Council,Operating surplus/deficit,-3776,453,-1928,-622,111,-8,16,1246,-281,16,-209,-389,7,413,-2288,0,-7239
2009,Porirua City Council,Rates,0,-6,3811,3776,348,0,-16,-65,259,0,0,-28,0,0,30591,0,38670
2009,Porirua City Council,Regulatory income and petrol tax,226,192,0,0,0,0,238,0,0,0,2239,0,0,3,424,0,3322
2009,Porirua City Council,"Current grants, subsidies, and donations income",0,194,0,0,50,0,114,1136,11,22,13,53,534,8,18,0,2153
2009,Porirua City Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,883
2009,Porirua City Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
2009,Porirua City Council,Sales and other operating income,0,111,807,83,4821,0,116,1832,442,1,0,122,63,1,319,0,8718
2009,Porirua City Council,Total operating income,226,491,4618,3859,5219,0,452,2903,712,23,2252,147,597,12,32245,0,53756
2009,Porirua City Council,Employee costs,13,161,25,46,140,0,2116,2483,19,593,2326,752,607,666,9170,0,19117
2009,Porirua City Council,Depreciation and amortisation,2657,727,1750,5073,175,0,793,1651,157,33,28,76,17,1,1674,0,14812
2009,Porirua City Council,"Current grants, subsidies, and donations expenditure",4,0,0,0,0,0,32,18,74,0,15,256,116,7,381,0,903
2009,Porirua City Council,Interest expenditure,213,137,66,426,0,0,13,662,512,0,0,2,52,0,111,0,2194
2009,Porirua City Council,Purchases and other operating expenditure,2393,480,2807,956,2824,0,941,2743,622,96,2567,228,1025,366,5446,0,23494
2009,Porirua City Council,Total operating expenditure,5280,1505,4648,6501,3139,0,3895,7557,1384,722,4936,1314,1817,1040,16782,0,60520
2009,Porirua City Council,Operating surplus/deficit,-5054,-1014,-30,-2642,2080,0,-3443,-4654,-672,-699,-2684,-1167,-1220,-1028,15463,0,-6764
2009,Queenstown Lakes District Council,Rates,8593,0,4812,5723,2787,0,0,690,0,0,0,0,3209,0,16275,0,42089
2009,Queenstown Lakes District Council,Regulatory income and petrol tax,0,856,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,2026
2009,Queenstown Lakes District Council,"Current grants, subsidies, and donations income",3425,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,3562
2009,Queenstown Lakes District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39
2009,Queenstown Lakes District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Queenstown Lakes District Council,Sales and other operating income,0,1183,119,245,2581,0,231,2239,4491,0,79,43,0,0,0,0,11211
2009,Queenstown Lakes District Council,Total operating income,12018,2039,4931,5968,5368,0,231,2929,4491,137,1249,43,3209,0,16314,0,58927
2009,Queenstown Lakes District Council,Employee costs,142,142,142,85,0,0,849,151,0,64,0,304,0,0,4546,0,6425
2009,Queenstown Lakes District Council,Depreciation and amortisation,5823,182,1709,3927,80,0,309,1540,104,79,0,0,0,0,781,0,14534
2009,Queenstown Lakes District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,0,0,3436,0,0,0,3436
2009,Queenstown Lakes District Council,Interest expenditure,1349,114,640,1462,256,0,0,1015,171,0,591,0,0,0,0,0,5598
2009,Queenstown Lakes District Council,Purchases and other operating expenditure,8554,1066,4019,4049,5485,55,608,4604,6800,330,5186,1441,0,650,918,0,43765
2009,Queenstown Lakes District Council,Total operating expenditure,15868,1504,6510,9523,5821,55,1766,7310,7075,473,5777,1745,3436,650,6245,0,73758
2009,Queenstown Lakes District Council,Operating surplus/deficit,-3850,535,-1579,-3555,-453,-55,-1535,-4381,-2584,-336,-4528,-1702,-227,-650,10069,0,-14831
2009,Rangitikei District Council,Rates,5846,0,1745,1752,634,0,616,1153,549,205,335,315,123,1024,215,0,14512
2009,Rangitikei District Council,Regulatory income and petrol tax,90,0,0,0,0,0,0,0,0,0,589,0,0,0,218,0,897
2009,Rangitikei District Council,"Current grants, subsidies, and donations income",2604,0,0,0,0,0,40,0,104,5,0,36,0,0,87,0,2876
2009,Rangitikei District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,773
2009,Rangitikei District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2009,Rangitikei District Council,Sales and other operating income,0,0,1152,94,415,0,23,87,341,0,0,4,29,7,42,0,2194
2009,Rangitikei District Council,Total operating income,8540,0,2897,1846,1049,0,679,1240,994,210,924,355,152,1031,1338,0,21255
2009,Rangitikei District Council,Employee costs,145,0,156,71,26,0,113,33,30,11,259,55,48,271,997,4,2219
2009,Rangitikei District Council,Depreciation and amortisation,6025,0,1125,760,26,0,115,232,379,20,0,1,5,2,250,2,8942
2009,Rangitikei District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,9,364,8,0,0,129,0,2,215,0,727
2009,Rangitikei District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Rangitikei District Council,Purchases and other operating expenditure,7346,0,1637,937,817,0,98,423,866,228,268,301,57,517,2155,279,15929
2009,Rangitikei District Council,Total operating expenditure,13516,0,2918,1768,869,0,335,1052,1283,259,527,486,110,792,3617,285,27817
2009,Rangitikei District Council,Operating surplus/deficit,-4976,0,-21,78,180,0,344,188,-289,-49,397,-131,42,239,-2279,-285,-6562
2009,Rodney District Council,Rates,25347,0,7442,23439,2660,3137,5163,10395,0,0,10163,5075,1227,4072,14,48,98182
2009,Rodney District Council,Regulatory income and petrol tax,766,0,425,6,0,128,237,2064,209,0,11730,0,5,72,1301,0,16943
2009,Rodney District Council,"Current grants, subsidies, and donations income",7326,0,0,1441,0,0,52,0,3,123,60,0,0,0,0,0,9005
2009,Rodney District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,760
2009,Rodney District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2009,Rodney District Council,Sales and other operating income,367,0,525,96,9,44,67,2801,2734,76,553,5,17,482,1272,50,9098
2009,Rodney District Council,Total operating income,33806,0,8392,24982,2669,3309,5519,15260,2946,199,22506,5080,1249,4626,3349,98,133990
2009,Rodney District Council,Employee costs,0,0,1680,3897,133,102,2202,2708,121,894,8988,103,313,1450,8282,0,30873
2009,Rodney District Council,Depreciation and amortisation,19367,0,2706,7717,50,195,1246,2091,247,59,0,0,9,3515,0,0,37202
2009,Rodney District Council,"Current grants, subsidies, and donations expenditure",0,0,0,41,0,0,238,0,2,181,136,466,651,0,14,0,1729
2009,Rodney District Council,Interest expenditure,5964,0,1401,4895,19,1490,105,252,388,31,15,0,3,2115,3877,0,20555
2009,Rodney District Council,Purchases and other operating expenditure,13232,0,4692,7171,5622,199,941,8264,830,1151,7030,1669,317,2200,9788,94,63200
2009,Rodney District Council,Total operating expenditure,38563,0,10479,23721,5824,1986,4732,13315,1588,2316,16169,2238,1293,9280,21961,94,153559
2009,Rodney District Council,Operating surplus/deficit,-4757,0,-2087,1261,-3155,1323,787,1945,1358,-2117,6337,2842,-44,-4654,-18612,4,-19569
2009,Rotorua District Council,Rates,6993,271,3296,12665,2974,115,6304,11340,2159,523,5537,3159,3014,1925,333,0,60608
2009,Rotorua District Council,Regulatory income and petrol tax,590,1764,0,5,0,0,0,0,0,0,2657,0,0,0,1305,0,6321
2009,Rotorua District Council,"Current grants, subsidies, and donations income",2116,379,0,9,0,0,69,3,13,74,11,244,144,6,97,0,3165
2009,Rotorua District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161
2009,Rotorua District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,137
2009,Rotorua District Council,Sales and other operating income,647,2643,3466,1521,1954,0,3378,2251,1077,0,19,4,2153,18,408,0,19539
2009,Rotorua District Council,Total operating income,10346,5057,6762,14200,4928,115,9751,13594,3249,597,8224,3407,5311,1949,2441,0,89931
2009,Rotorua District Council,Employee costs,140,532,961,2157,657,0,3779,3388,547,72,3669,736,1905,822,11410,0,30775
2009,Rotorua District Council,Depreciation and amortisation,5058,1087,2067,4706,1600,0,2696,2044,1489,42,40,50,79,5,2251,0,23214
2009,Rotorua District Council,"Current grants, subsidies, and donations expenditure",0,92,0,0,0,0,210,47,3,12,24,565,19,13,490,0,1475
2009,Rotorua District Council,Interest expenditure,0,2143,0,0,0,0,0,0,0,0,0,0,0,0,4168,0,6311
2009,Rotorua District Council,Purchases and other operating expenditure,5469,1236,1834,2260,2612,24,3216,3239,1707,219,1547,1404,2520,429,5626,0,33342
2009,Rotorua District Council,Total operating expenditure,10667,5090,4862,9123,4869,24,9901,8718,3746,345,5280,2755,4523,1269,23945,0,95117
2009,Rotorua District Council,Operating surplus/deficit,-321,-33,1900,5077,59,91,-150,4876,-497,252,2944,652,788,680,-21504,0,-5186
2009,Ruapehu District Council,Rates,4376,0,2546,2644,1346,0,209,1433,238,125,797,129,740,2089,31,0,16703
2009,Ruapehu District Council,Regulatory income and petrol tax,139,0,0,0,0,0,0,0,0,14,547,0,0,0,0,0,700
2009,Ruapehu District Council,"Current grants, subsidies, and donations income",6674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6674
2009,Ruapehu District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,130
2009,Ruapehu District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
2009,Ruapehu District Council,Sales and other operating income,184,0,223,19,633,0,28,50,386,0,218,0,315,1,0,0,2057
2009,Ruapehu District Council,Total operating income,11373,0,2769,2663,1979,0,237,1483,624,139,1562,129,1055,2090,184,0,26287
2009,Ruapehu District Council,Employee costs,361,0,97,0,393,0,121,200,0,56,682,0,285,1852,65,275,4387
2009,Ruapehu District Council,Depreciation and amortisation,3667,0,824,1070,125,0,69,43,41,2,0,0,0,0,438,0,6279
2009,Ruapehu District Council,"Current grants, subsidies, and donations expenditure",0,0,301,302,0,0,0,0,0,0,0,0,0,0,31,0,634
2009,Ruapehu District Council,Interest expenditure,559,0,543,405,96,0,0,10,24,0,9,0,0,0,420,0,2066
2009,Ruapehu District Council,Purchases and other operating expenditure,8213,0,1372,1260,1269,0,74,1247,442,73,1374,0,940,99,163,0,16526
2009,Ruapehu District Council,Total operating expenditure,12800,0,3137,3037,1883,0,264,1500,507,131,2065,0,1225,1951,1117,275,29892
2009,Ruapehu District Council,Operating surplus/deficit,-1427,0,-368,-374,96,0,-27,-17,117,8,-503,129,-170,139,-933,-275,-3605
2009,Selwyn District Council,Rates,0,0,3154,2297,2690,180,1448,395,409,0,0,0,0,393,8449,0,19415
2009,Selwyn District Council,Regulatory income and petrol tax,155,0,0,0,0,0,45,0,0,0,2410,0,0,0,175,0,2785
2009,Selwyn District Council,"Current grants, subsidies, and donations income",4811,0,0,0,0,0,43,0,0,0,15,0,0,0,0,0,4869
2009,Selwyn District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,1148
2009,Selwyn District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309,0,4309
2009,Selwyn District Council,Sales and other operating income,143,0,567,161,948,0,12,113,826,27,339,47,0,17,237,81,3518
2009,Selwyn District Council,Total operating income,5109,0,3721,2458,3638,180,1548,508,1235,27,2764,47,0,410,14318,81,36044
2009,Selwyn District Council,Employee costs,0,0,0,0,0,0,685,57,86,139,3326,227,0,549,2338,2362,9769
2009,Selwyn District Council,Depreciation and amortisation,7762,0,1764,1313,112,263,149,295,868,143,60,0,0,0,320,104,13153
2009,Selwyn District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,20,0,0,0,0,20,0,54,42,0,136
2009,Selwyn District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Selwyn District Council,Purchases and other operating expenditure,5770,0,2875,2102,3789,126,505,1651,935,258,2926,65,0,1977,2263,375,25617
2009,Selwyn District Council,Total operating expenditure,13532,0,4639,3415,3901,389,1359,2003,1889,540,6312,312,0,2580,4963,2841,48675
2009,Selwyn District Council,Operating surplus/deficit,-8423,0,-918,-957,-263,-209,189,-1495,-654,-513,-3548,-265,0,-2170,9355,-2760,-12631
2009,South Taranaki District Council,Rates,5602,0,6740,2873,1535,0,3097,2490,0,0,0,1241,5,0,2467,0,26050
2009,South Taranaki District Council,Regulatory income and petrol tax,216,0,0,0,0,0,0,0,0,0,1071,0,0,0,144,0,1431
2009,South Taranaki District Council,"Current grants, subsidies, and donations income",7728,0,0,0,0,0,0,36,6,55,0,279,0,0,0,0,8104
2009,South Taranaki District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093,0,3093
2009,South Taranaki District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,147
2009,South Taranaki District Council,Sales and other operating income,76,0,752,353,1261,0,128,414,1162,79,6,0,207,0,56,0,4494
2009,South Taranaki District Council,Total operating income,13622,0,7492,3226,2796,0,3225,2940,1168,134,1077,1520,212,0,5907,0,43319
2009,South Taranaki District Council,Employee costs,108,0,97,209,72,0,1208,595,0,38,1063,440,298,0,5192,0,9320
2009,South Taranaki District Council,Depreciation and amortisation,5059,0,2235,1845,31,0,185,486,957,19,0,0,0,0,222,0,11039
2009,South Taranaki District Council,"Current grants, subsidies, and donations expenditure",0,0,60,14,0,0,198,121,63,55,0,0,428,0,0,0,939
2009,South Taranaki District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,924
2009,South Taranaki District Council,Purchases and other operating expenditure,6131,0,4386,1900,3328,0,954,2136,1062,464,1128,560,404,0,3040,0,25493
2009,South Taranaki District Council,Total operating expenditure,11298,0,6778,3968,3431,0,2545,3338,2082,576,2191,1000,1130,0,9378,0,47715
2009,South Taranaki District Council,Operating surplus/deficit,2324,0,714,-742,-635,0,680,-398,-914,-442,-1114,520,-918,0,-3471,0,-4396
2009,South Waikato District Council,Rates,2742,0,1159,2668,1114,0,1234,1644,704,314,1997,982,624,1403,0,197,16782
2009,South Waikato District Council,Regulatory income and petrol tax,162,0,0,0,0,0,63,0,0,0,765,0,0,0,285,0,1275
2009,South Waikato District Council,"Current grants, subsidies, and donations income",1069,0,0,26,0,0,0,29,9,5,0,0,0,0,0,5,1143
2009,South Waikato District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,0,1823
2009,South Waikato District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,77
2009,South Waikato District Council,Sales and other operating income,88,0,200,69,931,0,0,245,480,0,0,0,70,0,0,123,2206
2009,South Waikato District Council,Total operating income,4061,0,1359,2763,2045,0,1297,1918,1193,319,2762,982,694,1403,2185,325,23306
2009,South Waikato District Council,Employee costs,282,0,276,375,266,0,860,548,165,82,2124,273,260,1203,0,244,6958
2009,South Waikato District Council,Depreciation and amortisation,2275,0,595,1125,173,0,0,199,199,0,0,131,0,0,785,0,5482
2009,South Waikato District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,555
2009,South Waikato District Council,Interest expenditure,41,0,0,8,271,0,0,0,4,0,0,0,0,0,0,0,324
2009,South Waikato District Council,Purchases and other operating expenditure,2905,0,906,1636,1536,0,256,1304,259,229,441,26,963,144,7,14,10626
2009,South Waikato District Council,Total operating expenditure,5503,0,1777,3144,2246,0,1116,2051,627,311,2565,985,1223,1347,792,258,23945
2009,South Waikato District Council,Operating surplus/deficit,-1442,0,-418,-381,-201,0,181,-133,566,8,197,-3,-529,56,1393,67,-639
2009,South Wairarapa District Council,Rates,1833,0,1697,851,618,0,406,629,356,118,592,106,127,668,30,0,8031
2009,South Wairarapa District Council,Regulatory income and petrol tax,76,0,175,12,182,0,37,13,38,0,726,0,0,0,110,3,1372
2009,South Wairarapa District Council,"Current grants, subsidies, and donations income",1063,0,0,0,0,0,10,0,11,3,0,0,0,0,0,0,1087
2009,South Wairarapa District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,279
2009,South Wairarapa District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
2009,South Wairarapa District Council,Sales and other operating income,524,0,135,150,0,0,3,7,261,56,204,0,0,0,0,72,1412
2009,South Wairarapa District Council,Total operating income,3496,0,2007,1013,800,0,456,649,666,177,1522,106,127,668,423,75,12185
2009,South Wairarapa District Council,Employee costs,2,0,23,17,7,0,195,8,31,59,609,0,10,234,978,0,2173
2009,South Wairarapa District Council,Depreciation and amortisation,1790,0,800,380,22,0,138,79,84,20,51,0,0,9,117,0,3490
2009,South Wairarapa District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,29,18,0,0,0,24,153,10,14,0,248
2009,South Wairarapa District Council,Interest expenditure,136,0,234,251,0,0,1,17,3,0,0,0,0,0,8,0,650
2009,South Wairarapa District Council,Purchases and other operating expenditure,2514,0,1160,404,932,0,227,594,462,145,933,70,28,315,1842,-2957,6669
2009,South Wairarapa District Council,Total operating expenditure,4442,0,2217,1052,961,0,590,716,580,224,1593,94,191,568,2959,-2957,13230
2009,South Wairarapa District Council,Operating surplus/deficit,-946,0,-210,-39,-161,0,-134,-67,86,-47,-71,12,-64,100,-2536,3032,-1045
2009,Southland District Council,Rates,9341,139,1849,2664,2591,0,970,432,552,256,1171,2711,0,2342,3569,727,29314
2009,Southland District Council,Regulatory income and petrol tax,349,0,0,0,0,0,0,0,0,0,1703,0,0,0,230,0,2282
2009,Southland District Council,"Current grants, subsidies, and donations income",14749,0,666,2711,0,0,20,0,159,0,3,35,0,0,0,73,18416
2009,Southland District Council,Interest income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,745
2009,Southland District Council,Dividend income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2009,Southland District Council,Sales and other operating income,164,56,418,955,486,0,71,163,713,0,177,7,0,25,321,2571,6127
2009,Southland District Council,Total operating income,24603,195,2933,6330,3077,0,1061,595,1424,256,3054,2753,0,2367,4867,3371,56886
2009,Southland District Council,Employee costs,322,0,0,0,53,0,597,59,390,57,1876,0,0,1031,4571,1325,10281
2009,Southland District Council,Depreciation and amortisation,13765,496,803,1502,71,0,173,98,433,10,59,30,0,17,656,219,18332
2009,Southland District Council,"Current grants, subsidies, and donations expenditure",0,0,0,0,0,0,0,1,7,0,1,2559,0,55,326,6,2955
2009,Southland District Council,Interest expenditure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1,389
2009,Southland District Council,Purchases and other operating expenditure,12251,148,1299,868,2307,0,243,449,1671,47,574,16,0,528,1190,2125,23716
